OID_,FID_Clip_layer_neg_buffer,FID_gbif_occurrence,gbifID,datasetKey,occurrenceID,kingdom,phylum,class,order_,family,genus,species,infraspecificEpithet,taxonRank,scientificName,verbatimScientificName,verbatimScientificNameAuthorship,countryCode,locality,stateProvince,occurrenceStatus,individualCount,publishingOrgKey,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,coordinatePrecision,elevation,elevationAccuracy,depth,depthAccuracy,eventDate,day,month,year,taxonKey,speciesKey,basisOfRecord,institutionCode,collectionCode,catalogNumber,recordNumber,identifiedBy,dateIdentified,license,rightsHolder,recordedBy,typeStatus,establishmentMeans,lastInterpreted,mediaType,issue
1093,1,4076,277283166.000000000000000,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS72129754,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Brachyramphus,Brachyramphus marmoratus,,SPECIES,"Brachyramphus marmoratus (J.F.Gmelin, 1789)",Brachyramphus marmoratus,,US,Portola SP - Peters Creek Bridge MAMU Station,California,PRESENT,2,e2e717bf-551a-4917-bdc9-4fa0f342c530,37.252322999999997,-122.217674000000002,,,,,,,6/25/09,25,6,2009,5229281,5229281,HUMAN_OBSERVATION,CLO,EBIRD,OBS72129754,,,,CC_BY_4_0,,obsr90708,,,2024-01-24T21:30:32.588Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
1094,1,4580,272133523.000000000000000,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS73189480,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Brachyramphus,Brachyramphus marmoratus,,SPECIES,"Brachyramphus marmoratus (J.F.Gmelin, 1789)",Brachyramphus marmoratus,,US,Portola SP - Peters Creek Bridge MAMU Station,California,PRESENT,5,e2e717bf-551a-4917-bdc9-4fa0f342c530,37.252322999999997,-122.217674000000002,,,,,,,7/27/09,27,7,2009,5229281,5229281,HUMAN_OBSERVATION,CLO,EBIRD,OBS73189480,,,,CC_BY_4_0,,obsr90708,,,2024-01-24T21:06:38.676Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
1095,1,4583,272102069.000000000000000,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS72129731,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Brachyramphus,Brachyramphus marmoratus,,SPECIES,"Brachyramphus marmoratus (J.F.Gmelin, 1789)",Brachyramphus marmoratus,,US,Portola SP - Peters Creek Bridge MAMU Station,California,PRESENT,7,e2e717bf-551a-4917-bdc9-4fa0f342c530,37.252322999999997,-122.217674000000002,,,,,,,6/24/09,24,6,2009,5229281,5229281,HUMAN_OBSERVATION,CLO,EBIRD,OBS72129731,,,,CC_BY_4_0,,obsr90708,,,2024-01-24T21:30:22.080Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
1096,1,6352,1404757743.000000000000000,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS362321149,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Brachyramphus,Brachyramphus marmoratus,,SPECIES,"Brachyramphus marmoratus (J.F.Gmelin, 1789)",Brachyramphus marmoratus,,US,Portola SP - Peters Creek Bridge MAMU Station,California,PRESENT,5,e2e717bf-551a-4917-bdc9-4fa0f342c530,37.252322999999997,-122.217674000000002,,,,,,,6/30/01,30,6,2001,5229281,5229281,HUMAN_OBSERVATION,CLO,EBIRD,OBS362321149,,,,CC_BY_4_0,,obsr90708,,,2024-01-24T21:33:47.788Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
1097,1,6353,1404757727.000000000000000,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS362320836,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Brachyramphus,Brachyramphus marmoratus,,SPECIES,"Brachyramphus marmoratus (J.F.Gmelin, 1789)",Brachyramphus marmoratus,,US,Portola SP - Peters Creek Bridge MAMU Station,California,PRESENT,4,e2e717bf-551a-4917-bdc9-4fa0f342c530,37.252322999999997,-122.217674000000002,,,,,,,6/28/01,28,6,2001,5229281,5229281,HUMAN_OBSERVATION,CLO,EBIRD,OBS362320836,,,,CC_BY_4_0,,obsr90708,,,2024-01-24T21:12:47.873Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
1098,1,6354,1404756436.000000000000000,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS362321134,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Brachyramphus,Brachyramphus marmoratus,,SPECIES,"Brachyramphus marmoratus (J.F.Gmelin, 1789)",Brachyramphus marmoratus,,US,Portola SP - Peters Creek Bridge MAMU Station,California,PRESENT,,e2e717bf-551a-4917-bdc9-4fa0f342c530,37.252322999999997,-122.217674000000002,,,,,,,6/30/01,30,6,2001,5229281,5229281,HUMAN_OBSERVATION,CLO,EBIRD,OBS362321134,,,,CC_BY_4_0,,obsr90708,,,2024-01-24T20:30:22.433Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
1099,1,6355,1404755218.000000000000000,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS362321108,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Brachyramphus,Brachyramphus marmoratus,,SPECIES,"Brachyramphus marmoratus (J.F.Gmelin, 1789)",Brachyramphus marmoratus,,US,Portola SP - Peters Creek Bridge MAMU Station,California,PRESENT,,e2e717bf-551a-4917-bdc9-4fa0f342c530,37.252322999999997,-122.217674000000002,,,,,,,6/29/01,29,6,2001,5229281,5229281,HUMAN_OBSERVATION,CLO,EBIRD,OBS362321108,,,,CC_BY_4_0,,obsr90708,,,2024-01-24T20:30:22.433Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
1100,1,6356,1404752444.000000000000000,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS362321082,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Brachyramphus,Brachyramphus marmoratus,,SPECIES,"Brachyramphus marmoratus (J.F.Gmelin, 1789)",Brachyramphus marmoratus,,US,Portola SP - Peters Creek Bridge MAMU Station,California,PRESENT,3,e2e717bf-551a-4917-bdc9-4fa0f342c530,37.252322999999997,-122.217674000000002,,,,,,,6/28/01,28,6,2001,5229281,5229281,HUMAN_OBSERVATION,CLO,EBIRD,OBS362321082,,,,CC_BY_4_0,,obsr90708,,,2024-01-24T20:30:22.410Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
1101,1,6357,1404751088.000000000000000,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS362321062,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Brachyramphus,Brachyramphus marmoratus,,SPECIES,"Brachyramphus marmoratus (J.F.Gmelin, 1789)",Brachyramphus marmoratus,,US,Portola SP - Peters Creek Bridge MAMU Station,California,PRESENT,,e2e717bf-551a-4917-bdc9-4fa0f342c530,37.252322999999997,-122.217674000000002,,,,,,,6/28/01,28,6,2001,5229281,5229281,HUMAN_OBSERVATION,CLO,EBIRD,OBS362321062,,,,CC_BY_4_0,,obsr90708,,,2024-01-24T21:33:49.434Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
1102,1,6358,1404740397.000000000000000,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS362320888,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Brachyramphus,Brachyramphus marmoratus,,SPECIES,"Brachyramphus marmoratus (J.F.Gmelin, 1789)",Brachyramphus marmoratus,,US,Portola SP - Peters Creek Bridge MAMU Station,California,PRESENT,8,e2e717bf-551a-4917-bdc9-4fa0f342c530,37.252322999999997,-122.217674000000002,,,,,,,6/30/01,30,6,2001,5229281,5229281,HUMAN_OBSERVATION,CLO,EBIRD,OBS362320888,,,,CC_BY_4_0,,obsr90708,,,2024-01-24T21:10:57.883Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
1103,1,6360,1404739111.000000000000000,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS362320868,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Brachyramphus,Brachyramphus marmoratus,,SPECIES,"Brachyramphus marmoratus (J.F.Gmelin, 1789)",Brachyramphus marmoratus,,US,Portola SP - Peters Creek Bridge MAMU Station,California,PRESENT,13,e2e717bf-551a-4917-bdc9-4fa0f342c530,37.252322999999997,-122.217674000000002,,,,,,,6/29/01,29,6,2001,5229281,5229281,HUMAN_OBSERVATION,CLO,EBIRD,OBS362320868,,,,CC_BY_4_0,,obsr90708,,,2024-01-24T21:12:40.146Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
1104,1,6363,1404737879.000000000000000,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS362320854,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Brachyramphus,Brachyramphus marmoratus,,SPECIES,"Brachyramphus marmoratus (J.F.Gmelin, 1789)",Brachyramphus marmoratus,,US,Portola SP - Peters Creek Bridge MAMU Station,California,PRESENT,7,e2e717bf-551a-4917-bdc9-4fa0f342c530,37.252322999999997,-122.217674000000002,,,,,,,6/29/01,29,6,2001,5229281,5229281,HUMAN_OBSERVATION,CLO,EBIRD,OBS362320854,,,,CC_BY_4_0,,obsr90708,,,2024-01-24T21:33:36.217Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
1105,1,878,580942153.000000000000000,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS121026641,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Brachyramphus,Brachyramphus marmoratus,,SPECIES,"Brachyramphus marmoratus (J.F.Gmelin, 1789)",Brachyramphus marmoratus,,US,Portola SP - Owl SR 1,California,PRESENT,2,e2e717bf-551a-4917-bdc9-4fa0f342c530,37.252383999999999,-122.216250000000002,,,,,,,6/14/11,14,6,2011,5229281,5229281,HUMAN_OBSERVATION,CLO,EBIRD,OBS121026641,,,,CC_BY_4_0,,obsr90708,,,2024-01-24T20:23:50.028Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
1106,1,916,580921483.000000000000000,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS121026630,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Brachyramphus,Brachyramphus marmoratus,,SPECIES,"Brachyramphus marmoratus (J.F.Gmelin, 1789)",Brachyramphus marmoratus,,US,Portola SP - Owl SR 1,California,PRESENT,3,e2e717bf-551a-4917-bdc9-4fa0f342c530,37.252383999999999,-122.216250000000002,,,,,,,6/14/11,14,6,2011,5229281,5229281,HUMAN_OBSERVATION,CLO,EBIRD,OBS121026630,,,,CC_BY_4_0,,obsr90708,,,2024-01-24T21:30:20.521Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
1107,1,1483,579302667.000000000000000,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS95586826,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Brachyramphus,Brachyramphus marmoratus,,SPECIES,"Brachyramphus marmoratus (J.F.Gmelin, 1789)",Brachyramphus marmoratus,,US,Dearborn Creek P8,California,PRESENT,3,e2e717bf-551a-4917-bdc9-4fa0f342c530,37.250999999999998,-122.312804999999997,,,,,,,4/30/94,30,4,1994,5229281,5229281,HUMAN_OBSERVATION,CLO,EBIRD,OBS95586826,,,,CC_BY_4_0,,obsr90708,,,2024-01-24T21:06:56.534Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
1108,1,1484,579302666.000000000000000,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS95586815,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Brachyramphus,Brachyramphus marmoratus,,SPECIES,"Brachyramphus marmoratus (J.F.Gmelin, 1789)",Brachyramphus marmoratus,,US,Dearborn Creek P8,California,PRESENT,,e2e717bf-551a-4917-bdc9-4fa0f342c530,37.250999999999998,-122.312804999999997,,,,,,,4/30/94,30,4,1994,5229281,5229281,HUMAN_OBSERVATION,CLO,EBIRD,OBS95586815,,,,CC_BY_4_0,,obsr90708,,,2024-01-24T20:23:10.303Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
1109,1,1487,579302484.000000000000000,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS95586836,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Brachyramphus,Brachyramphus marmoratus,,SPECIES,"Brachyramphus marmoratus (J.F.Gmelin, 1789)",Brachyramphus marmoratus,,US,Dearborn Creek P8,California,PRESENT,2,e2e717bf-551a-4917-bdc9-4fa0f342c530,37.250999999999998,-122.312804999999997,,,,,,,4/30/94,30,4,1994,5229281,5229281,HUMAN_OBSERVATION,CLO,EBIRD,OBS95586836,,,,CC_BY_4_0,,obsr90708,,,2024-01-24T21:30:21.235Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
1110,1,1496,579302222.000000000000000,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS95581728,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Brachyramphus,Brachyramphus marmoratus,,SPECIES,"Brachyramphus marmoratus (J.F.Gmelin, 1789)",Brachyramphus marmoratus,,US,Dearborn Creek P8,California,PRESENT,3,e2e717bf-551a-4917-bdc9-4fa0f342c530,37.250999999999998,-122.312804999999997,,,,,,,4/30/94,30,4,1994,5229281,5229281,HUMAN_OBSERVATION,CLO,EBIRD,OBS95581728,,,,CC_BY_4_0,,obsr215126,,,2024-01-24T20:23:10.311Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
1111,1,1506,579301992.000000000000000,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS95581738,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Brachyramphus,Brachyramphus marmoratus,,SPECIES,"Brachyramphus marmoratus (J.F.Gmelin, 1789)",Brachyramphus marmoratus,,US,Dearborn Creek P8,California,PRESENT,2,e2e717bf-551a-4917-bdc9-4fa0f342c530,37.250999999999998,-122.312804999999997,,,,,,,4/30/94,30,4,1994,5229281,5229281,HUMAN_OBSERVATION,CLO,EBIRD,OBS95581738,,,,CC_BY_4_0,,obsr215126,,,2024-01-24T21:07:58.621Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
1112,1,3678,278204526.000000000000000,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS95309599,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Brachyramphus,Brachyramphus marmoratus,,SPECIES,"Brachyramphus marmoratus (J.F.Gmelin, 1789)",Brachyramphus marmoratus,,US,Dearborn Creek P8,California,PRESENT,,e2e717bf-551a-4917-bdc9-4fa0f342c530,37.250999999999998,-122.312804999999997,,,,,,,6/8/94,8,6,1994,5229281,5229281,HUMAN_OBSERVATION,CLO,EBIRD,OBS95309599,,,,CC_BY_4_0,,obsr215126,,,2024-01-24T21:07:48.078Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
1113,1,3820,278152875.000000000000000,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS95309580,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Brachyramphus,Brachyramphus marmoratus,,SPECIES,"Brachyramphus marmoratus (J.F.Gmelin, 1789)",Brachyramphus marmoratus,,US,Dearborn Creek P8,California,PRESENT,,e2e717bf-551a-4917-bdc9-4fa0f342c530,37.250999999999998,-122.312804999999997,,,,,,,5/24/94,24,5,1994,5229281,5229281,HUMAN_OBSERVATION,CLO,EBIRD,OBS95309580,,,,CC_BY_4_0,,obsr215126,,,2024-01-24T20:23:21.675Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
1114,1,3882,278120509.000000000000000,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS95309561,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Brachyramphus,Brachyramphus marmoratus,,SPECIES,"Brachyramphus marmoratus (J.F.Gmelin, 1789)",Brachyramphus marmoratus,,US,Dearborn Creek P8,California,PRESENT,,e2e717bf-551a-4917-bdc9-4fa0f342c530,37.250999999999998,-122.312804999999997,,,,,,,4/30/94,30,4,1994,5229281,5229281,HUMAN_OBSERVATION,CLO,EBIRD,OBS95309561,,,,CC_BY_4_0,,obsr215126,,,2024-01-24T20:23:20.763Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
1115,1,255,957755068.000000000000000,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS202241731,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Brachyramphus,Brachyramphus marmoratus,,SPECIES,"Brachyramphus marmoratus (J.F.Gmelin, 1789)",Brachyramphus marmoratus,,US,Portola State Park Road 0.0 (from park HQ),California,PRESENT,2,e2e717bf-551a-4917-bdc9-4fa0f342c530,37.252524999999999,-122.218490000000003,,,,,,,6/19/13,19,6,2013,5229281,5229281,HUMAN_OBSERVATION,CLO,EBIRD,OBS202241731,,,,CC_BY_4_0,,obsr90708,,,2024-01-24T21:09:33.636Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
1116,1,817,580971734.000000000000000,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS121033913,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Brachyramphus,Brachyramphus marmoratus,,SPECIES,"Brachyramphus marmoratus (J.F.Gmelin, 1789)",Brachyramphus marmoratus,,US,Portola State Park Road 0.0 (from park HQ),California,PRESENT,3,e2e717bf-551a-4917-bdc9-4fa0f342c530,37.252524999999999,-122.218490000000003,,,,,,,6/15/11,15,6,2011,5229281,5229281,HUMAN_OBSERVATION,CLO,EBIRD,OBS121033913,,,,CC_BY_4_0,,obsr90708,,,2024-01-24T21:30:33.737Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
1117,1,937,580912001.000000000000000,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS123365369,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Brachyramphus,Brachyramphus marmoratus,,SPECIES,"Brachyramphus marmoratus (J.F.Gmelin, 1789)",Brachyramphus marmoratus,,US,Portola State Park Road 0.0 (from park HQ),California,PRESENT,6,e2e717bf-551a-4917-bdc9-4fa0f342c530,37.252524999999999,-122.218490000000003,,,,,,,7/26/11,26,7,2011,5229281,5229281,HUMAN_OBSERVATION,CLO,EBIRD,OBS123365369,,,,CC_BY_4_0,,obsr90708,,,2024-01-24T21:30:08.075Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
1118,1,950,580904288.000000000000000,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS123365812,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Brachyramphus,Brachyramphus marmoratus,,SPECIES,"Brachyramphus marmoratus (J.F.Gmelin, 1789)",Brachyramphus marmoratus,,US,Portola State Park Road 0.0 (from park HQ),California,PRESENT,6,e2e717bf-551a-4917-bdc9-4fa0f342c530,37.252524999999999,-122.218490000000003,,,,,,,7/27/11,27,7,2011,5229281,5229281,HUMAN_OBSERVATION,CLO,EBIRD,OBS123365812,,,,CC_BY_4_0,,obsr90708,,,2024-01-24T21:54:59.251Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
1119,1,1042,580063966.000000000000000,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS95572032,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Brachyramphus,Brachyramphus marmoratus,,SPECIES,"Brachyramphus marmoratus (J.F.Gmelin, 1789)",Brachyramphus marmoratus,,US,Portola State Park Road 0.0 (from park HQ),California,PRESENT,2,e2e717bf-551a-4917-bdc9-4fa0f342c530,37.252524999999999,-122.218490000000003,,,,,,,7/21/10,21,7,2010,5229281,5229281,HUMAN_OBSERVATION,CLO,EBIRD,OBS95572032,,,,CC_BY_4_0,,obsr90708,,,2024-01-24T21:07:56.355Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
1120,1,3918,278080498.000000000000000,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS72646691,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Brachyramphus,Brachyramphus marmoratus,,SPECIES,"Brachyramphus marmoratus (J.F.Gmelin, 1789)",Brachyramphus marmoratus,,US,Portola SP - Iverson MAMU Station,California,PRESENT,12,e2e717bf-551a-4917-bdc9-4fa0f342c530,37.252518000000002,-122.222983999999997,,,,,,,7/10/09,10,7,2009,5229281,5229281,HUMAN_OBSERVATION,CLO,EBIRD,OBS72646691,,,,CC_BY_4_0,,obsr90708,,,2024-01-24T20:23:14.396Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
1121,1,4586,272095705.000000000000000,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS73189498,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Brachyramphus,Brachyramphus marmoratus,,SPECIES,"Brachyramphus marmoratus (J.F.Gmelin, 1789)",Brachyramphus marmoratus,,US,Portola SP - Iverson MAMU Station,California,PRESENT,8,e2e717bf-551a-4917-bdc9-4fa0f342c530,37.252518000000002,-122.222983999999997,,,,,,,7/28/09,28,7,2009,5229281,5229281,HUMAN_OBSERVATION,CLO,EBIRD,OBS73189498,,,,CC_BY_4_0,,obsr90708,,,2024-01-24T21:07:36.437Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
1122,1,4595,272075592.000000000000000,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS71031722,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Brachyramphus,Brachyramphus marmoratus,,SPECIES,"Brachyramphus marmoratus (J.F.Gmelin, 1789)",Brachyramphus marmoratus,,US,Portola SP - Old Tree Trail,California,PRESENT,2,e2e717bf-551a-4917-bdc9-4fa0f342c530,37.252712000000002,-122.214640000000003,,,,,,,5/26/09,26,5,2009,5229281,5229281,HUMAN_OBSERVATION,CLO,EBIRD,OBS71031722,,,,CC_BY_4_0,,obsr90708,,,2024-01-24T21:07:52.887Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
1123,1,833,580964152.000000000000000,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS123365395,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Brachyramphus,Brachyramphus marmoratus,,SPECIES,"Brachyramphus marmoratus (J.F.Gmelin, 1789)",Brachyramphus marmoratus,,US,Portola SP - Owl PT 2,California,PRESENT,3,e2e717bf-551a-4917-bdc9-4fa0f342c530,37.252820000000000,-122.222420000000000,,,,,,,7/26/11,26,7,2011,5229281,5229281,HUMAN_OBSERVATION,CLO,EBIRD,OBS123365395,,,,CC_BY_4_0,,obsr90708,,,2024-01-24T21:07:18.561Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
1124,1,834,580964151.000000000000000,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS121026983,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Brachyramphus,Brachyramphus marmoratus,,SPECIES,"Brachyramphus marmoratus (J.F.Gmelin, 1789)",Brachyramphus marmoratus,,US,Portola SP - Owl PT 2,California,PRESENT,3,e2e717bf-551a-4917-bdc9-4fa0f342c530,37.252820000000000,-122.222420000000000,,,,,,,6/13/11,13,6,2011,5229281,5229281,HUMAN_OBSERVATION,CLO,EBIRD,OBS121026983,,,,CC_BY_4_0,,obsr90708,,,2024-01-24T21:07:09.829Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
1125,1,889,580938502.000000000000000,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS123365385,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Brachyramphus,Brachyramphus marmoratus,,SPECIES,"Brachyramphus marmoratus (J.F.Gmelin, 1789)",Brachyramphus marmoratus,,US,Portola SP - Owl PT 2,California,PRESENT,1,e2e717bf-551a-4917-bdc9-4fa0f342c530,37.252820000000000,-122.222420000000000,,,,,,,7/26/11,26,7,2011,5229281,5229281,HUMAN_OBSERVATION,CLO,EBIRD,OBS123365385,,,,CC_BY_4_0,,obsr90708,,,2024-01-24T20:23:48.667Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
1126,1,1014,580079589.000000000000000,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS95571543,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Brachyramphus,Brachyramphus marmoratus,,SPECIES,"Brachyramphus marmoratus (J.F.Gmelin, 1789)",Brachyramphus marmoratus,,US,Portola SP - Owl PT 2,California,PRESENT,6,e2e717bf-551a-4917-bdc9-4fa0f342c530,37.252820000000000,-122.222420000000000,,,,,,,7/21/10,21,7,2010,5229281,5229281,HUMAN_OBSERVATION,CLO,EBIRD,OBS95571543,,,,CC_BY_4_0,,obsr90708,,,2024-01-24T21:30:42.599Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
